,Quarter,Region,State,Purpose,Trips,Latitude,Longitude
9063,1/07/2002,Fraser Coast,Queensland,Visiting,43.2191854,-25.4885,152.7324
9064,1/10/2002,Fraser Coast,Queensland,Visiting,75.4732979,-25.4885,152.7324
9065,1/01/2003,Fraser Coast,Queensland,Visiting,52.9668371,-25.4885,152.7324
9066,1/04/2003,Fraser Coast,Queensland,Visiting,40.7110704,-25.4885,152.7324
9067,1/07/2003,Fraser Coast,Queensland,Visiting,72.2572943,-25.4885,152.7324
9068,1/10/2003,Fraser Coast,Queensland,Visiting,48.9436479,-25.4885,152.7324
9069,1/01/2004,Fraser Coast,Queensland,Visiting,31.5344868,-25.4885,152.7324
9070,1/04/2004,Fraser Coast,Queensland,Visiting,43.9090526,-25.4885,152.7324
9071,1/07/2004,Fraser Coast,Queensland,Visiting,36.181919,-25.4885,152.7324
9072,1/10/2004,Fraser Coast,Queensland,Visiting,57.9406682,-25.4885,152.7324
9073,1/01/2005,Fraser Coast,Queensland,Visiting,27.17419,-25.4885,152.7324
9074,1/04/2005,Fraser Coast,Queensland,Visiting,78.604719,-25.4885,152.7324
9075,1/07/2005,Fraser Coast,Queensland,Visiting,37.1091277,-25.4885,152.7324
9076,1/10/2005,Fraser Coast,Queensland,Visiting,70.4058479,-25.4885,152.7324
9077,1/01/2006,Fraser Coast,Queensland,Visiting,73.939742,-25.4885,152.7324
9078,1/04/2006,Fraser Coast,Queensland,Visiting,50.346933,-25.4885,152.7324
9079,1/07/2006,Fraser Coast,Queensland,Visiting,64.10242,-25.4885,152.7324
9080,1/10/2006,Fraser Coast,Queensland,Visiting,37.901371,-25.4885,152.7324
9081,1/01/2007,Fraser Coast,Queensland,Visiting,46.5341187,-25.4885,152.7324
9082,1/04/2007,Fraser Coast,Queensland,Visiting,27.9939917,-25.4885,152.7324
9083,1/07/2007,Fraser Coast,Queensland,Visiting,30.2834724,-25.4885,152.7324
9084,1/10/2007,Fraser Coast,Queensland,Visiting,38.7816237,-25.4885,152.7324
9085,1/01/2008,Fraser Coast,Queensland,Visiting,51.9501713,-25.4885,152.7324
9086,1/04/2008,Fraser Coast,Queensland,Visiting,72.2268243,-25.4885,152.7324
9087,1/07/2008,Fraser Coast,Queensland,Visiting,57.1199529,-25.4885,152.7324
9088,1/10/2008,Fraser Coast,Queensland,Visiting,70.4468963,-25.4885,152.7324
9089,1/01/2009,Fraser Coast,Queensland,Visiting,74.2886512,-25.4885,152.7324
9090,1/04/2009,Fraser Coast,Queensland,Visiting,43.9179591,-25.4885,152.7324
9091,1/07/2009,Fraser Coast,Queensland,Visiting,38.0270406,-25.4885,152.7324
9092,1/10/2009,Fraser Coast,Queensland,Visiting,38.1885341,-25.4885,152.7324
9093,1/01/2010,Fraser Coast,Queensland,Visiting,49.8291077,-25.4885,152.7324
9094,1/04/2010,Fraser Coast,Queensland,Visiting,43.6042777,-25.4885,152.7324
9095,1/07/2010,Fraser Coast,Queensland,Visiting,35.7055111,-25.4885,152.7324
9096,1/10/2010,Fraser Coast,Queensland,Visiting,32.9962768,-25.4885,152.7324
9097,1/01/2011,Fraser Coast,Queensland,Visiting,33.7809435,-25.4885,152.7324
9098,1/04/2011,Fraser Coast,Queensland,Visiting,45.674806,-25.4885,152.7324
9099,1/07/2011,Fraser Coast,Queensland,Visiting,58.4599562,-25.4885,152.7324
9100,1/10/2011,Fraser Coast,Queensland,Visiting,47.4800223,-25.4885,152.7324
9101,1/01/2012,Fraser Coast,Queensland,Visiting,42.6477311,-25.4885,152.7324
9102,1/04/2012,Fraser Coast,Queensland,Visiting,50.580436,-25.4885,152.7324
9103,1/07/2012,Fraser Coast,Queensland,Visiting,49.8835355,-25.4885,152.7324
9104,1/10/2012,Fraser Coast,Queensland,Visiting,43.6960953,-25.4885,152.7324
9105,1/01/2013,Fraser Coast,Queensland,Visiting,50.4051226,-25.4885,152.7324
9106,1/04/2013,Fraser Coast,Queensland,Visiting,48.8785183,-25.4885,152.7324
9107,1/07/2013,Fraser Coast,Queensland,Visiting,54.5816983,-25.4885,152.7324
9108,1/10/2013,Fraser Coast,Queensland,Visiting,51.9682248,-25.4885,152.7324
9109,1/01/2014,Fraser Coast,Queensland,Visiting,43.010241,-25.4885,152.7324
9110,1/04/2014,Fraser Coast,Queensland,Visiting,32.6458439,-25.4885,152.7324
9111,1/07/2014,Fraser Coast,Queensland,Visiting,30.5849158,-25.4885,152.7324
9112,1/10/2014,Fraser Coast,Queensland,Visiting,41.8485071,-25.4885,152.7324
9113,1/01/2015,Fraser Coast,Queensland,Visiting,54.9041511,-25.4885,152.7324
9114,1/04/2015,Fraser Coast,Queensland,Visiting,62.4513312,-25.4885,152.7324
9115,1/07/2015,Fraser Coast,Queensland,Visiting,76.3339806,-25.4885,152.7324
9116,1/10/2015,Fraser Coast,Queensland,Visiting,51.3389313,-25.4885,152.7324
9117,1/01/2016,Fraser Coast,Queensland,Visiting,52.1774558,-25.4885,152.7324
9118,1/04/2016,Fraser Coast,Queensland,Visiting,71.9980441,-25.4885,152.7324
9119,1/07/2016,Fraser Coast,Queensland,Visiting,48.5091751,-25.4885,152.7324
9120,1/10/2016,Fraser Coast,Queensland,Visiting,43.6694138,-25.4885,152.7324
9121,1/01/1998,Geelong,Victoria,Business,15.8979696,-38.1493,144.3598
9122,1/04/1998,Geelong,Victoria,Business,15.8955047,-38.1493,144.3598
9123,1/07/1998,Geelong,Victoria,Business,29.2524554,-38.1493,144.3598
9124,1/10/1998,Geelong,Victoria,Business,16.6351772,-38.1493,144.3598
9125,1/01/1999,Geelong,Victoria,Business,18.6389746,-38.1493,144.3598
9126,1/04/1999,Geelong,Victoria,Business,44.9702694,-38.1493,144.3598
9127,1/07/1999,Geelong,Victoria,Business,7.6150066,-38.1493,144.3598
9128,1/10/1999,Geelong,Victoria,Business,9.3731863,-38.1493,144.3598
9129,1/01/2000,Geelong,Victoria,Business,11.4250884,-38.1493,144.3598
9130,1/04/2000,Geelong,Victoria,Business,12.0351043,-38.1493,144.3598
9131,1/07/2000,Geelong,Victoria,Business,46.7227174,-38.1493,144.3598
9132,1/10/2000,Geelong,Victoria,Business,18.1435745,-38.1493,144.3598
9133,1/01/2001,Geelong,Victoria,Business,23.805421,-38.1493,144.3598
9134,1/04/2001,Geelong,Victoria,Business,16.9836987,-38.1493,144.3598
9135,1/07/2001,Geelong,Victoria,Business,6.8796536,-38.1493,144.3598
9136,1/10/2001,Geelong,Victoria,Business,7.2131222,-38.1493,144.3598
9137,1/01/2002,Geelong,Victoria,Business,16.6130183,-38.1493,144.3598
9138,1/04/2002,Geelong,Victoria,Business,6.7630894,-38.1493,144.3598
9139,1/07/2002,Geelong,Victoria,Business,50.9162623,-38.1493,144.3598
9140,1/10/2002,Geelong,Victoria,Business,32.8207137,-38.1493,144.3598
9141,1/01/2003,Geelong,Victoria,Business,16.4908657,-38.1493,144.3598
9142,1/04/2003,Geelong,Victoria,Business,2.3880462,-38.1493,144.3598
9143,1/07/2003,Geelong,Victoria,Business,2.4940653,-38.1493,144.3598
9144,1/10/2003,Geelong,Victoria,Business,7.2474185,-38.1493,144.3598
9145,1/01/2004,Geelong,Victoria,Business,27.0496412,-38.1493,144.3598
9146,1/04/2004,Geelong,Victoria,Business,12.1730325,-38.1493,144.3598
9147,1/07/2004,Geelong,Victoria,Business,38.6775263,-38.1493,144.3598
9148,1/10/2004,Geelong,Victoria,Business,17.3312636,-38.1493,144.3598
9149,1/01/2005,Geelong,Victoria,Business,6.9565315,-38.1493,144.3598
9150,1/04/2005,Geelong,Victoria,Business,23.5582499,-38.1493,144.3598
9151,1/07/2005,Geelong,Victoria,Business,10.8136735,-38.1493,144.3598
9152,1/10/2005,Geelong,Victoria,Business,17.6149615,-38.1493,144.3598
9153,1/01/2006,Geelong,Victoria,Business,7.73764,-38.1493,144.3598
9154,1/04/2006,Geelong,Victoria,Business,26.8601,-38.1493,144.3598
9155,1/07/2006,Geelong,Victoria,Business,28.668948,-38.1493,144.3598
9156,1/10/2006,Geelong,Victoria,Business,7.014674,-38.1493,144.3598
9157,1/01/2007,Geelong,Victoria,Business,20.1589618,-38.1493,144.3598
9158,1/04/2007,Geelong,Victoria,Business,5.1231048,-38.1493,144.3598
9159,1/07/2007,Geelong,Victoria,Business,20.1715124,-38.1493,144.3598
9160,1/10/2007,Geelong,Victoria,Business,32.7463928,-38.1493,144.3598
9161,1/01/2008,Geelong,Victoria,Business,15.9845312,-38.1493,144.3598
9162,1/04/2008,Geelong,Victoria,Business,7.771596,-38.1493,144.3598
9163,1/07/2008,Geelong,Victoria,Business,21.9252382,-38.1493,144.3598
9164,1/10/2008,Geelong,Victoria,Business,18.6801554,-38.1493,144.3598
9165,1/01/2009,Geelong,Victoria,Business,14.7010944,-38.1493,144.3598
9166,1/04/2009,Geelong,Victoria,Business,14.4741257,-38.1493,144.3598
9167,1/07/2009,Geelong,Victoria,Business,37.556433,-38.1493,144.3598
9168,1/10/2009,Geelong,Victoria,Business,36.2807764,-38.1493,144.3598
9169,1/01/2010,Geelong,Victoria,Business,5.8524294,-38.1493,144.3598
9170,1/04/2010,Geelong,Victoria,Business,25.9183029,-38.1493,144.3598
9171,1/07/2010,Geelong,Victoria,Business,17.2530417,-38.1493,144.3598
9172,1/10/2010,Geelong,Victoria,Business,12.287211,-38.1493,144.3598
9173,1/01/2011,Geelong,Victoria,Business,30.025177,-38.1493,144.3598
9174,1/04/2011,Geelong,Victoria,Business,13.6024232,-38.1493,144.3598
9175,1/07/2011,Geelong,Victoria,Business,39.8942165,-38.1493,144.3598
9176,1/10/2011,Geelong,Victoria,Business,16.5936518,-38.1493,144.3598
9177,1/01/2012,Geelong,Victoria,Business,28.6615043,-38.1493,144.3598
9178,1/04/2012,Geelong,Victoria,Business,8.9589771,-38.1493,144.3598
9179,1/07/2012,Geelong,Victoria,Business,22.4613347,-38.1493,144.3598
9180,1/10/2012,Geelong,Victoria,Business,11.1727665,-38.1493,144.3598
9181,1/01/2013,Geelong,Victoria,Business,36.4756177,-38.1493,144.3598
9182,1/04/2013,Geelong,Victoria,Business,14.0019374,-38.1493,144.3598
9183,1/07/2013,Geelong,Victoria,Business,15.6905506,-38.1493,144.3598
9184,1/10/2013,Geelong,Victoria,Business,23.6040245,-38.1493,144.3598
9185,1/01/2014,Geelong,Victoria,Business,13.3546558,-38.1493,144.3598
9186,1/04/2014,Geelong,Victoria,Business,15.160045,-38.1493,144.3598
9187,1/07/2014,Geelong,Victoria,Business,44.3253234,-38.1493,144.3598
9188,1/10/2014,Geelong,Victoria,Business,37.0808109,-38.1493,144.3598
9189,1/01/2015,Geelong,Victoria,Business,11.3716302,-38.1493,144.3598
9190,1/04/2015,Geelong,Victoria,Business,7.2063672,-38.1493,144.3598
9191,1/07/2015,Geelong,Victoria,Business,27.5534243,-38.1493,144.3598
9192,1/10/2015,Geelong,Victoria,Business,19.5777751,-38.1493,144.3598
9193,1/01/2016,Geelong,Victoria,Business,25.5215779,-38.1493,144.3598
9194,1/04/2016,Geelong,Victoria,Business,22.434197,-38.1493,144.3598
9195,1/07/2016,Geelong,Victoria,Business,12.8331639,-38.1493,144.3598
9196,1/10/2016,Geelong,Victoria,Business,18.8488347,-38.1493,144.3598
9197,1/01/1998,Geelong,Victoria,Holiday,123.3738534,-38.1493,144.3598
9198,1/04/1998,Geelong,Victoria,Holiday,80.5614366,-38.1493,144.3598
9199,1/07/1998,Geelong,Victoria,Holiday,88.3744901,-38.1493,144.3598
9200,1/10/1998,Geelong,Victoria,Holiday,79.9847904,-38.1493,144.3598
9201,1/01/1999,Geelong,Victoria,Holiday,233.4327869,-38.1493,144.3598
9202,1/04/1999,Geelong,Victoria,Holiday,82.3077087,-38.1493,144.3598
9203,1/07/1999,Geelong,Victoria,Holiday,66.3416397,-38.1493,144.3598
9204,1/10/1999,Geelong,Victoria,Holiday,87.666279,-38.1493,144.3598
9205,1/01/2000,Geelong,Victoria,Holiday,158.8467679,-38.1493,144.3598
9206,1/04/2000,Geelong,Victoria,Holiday,121.825227,-38.1493,144.3598
9207,1/07/2000,Geelong,Victoria,Holiday,72.1357281,-38.1493,144.3598
9208,1/10/2000,Geelong,Victoria,Holiday,128.7298602,-38.1493,144.3598
9209,1/01/2001,Geelong,Victoria,Holiday,205.9352696,-38.1493,144.3598
9210,1/04/2001,Geelong,Victoria,Holiday,105.8815649,-38.1493,144.3598
9211,1/07/2001,Geelong,Victoria,Holiday,89.9160461,-38.1493,144.3598
9212,1/10/2001,Geelong,Victoria,Holiday,77.2819151,-38.1493,144.3598
9213,1/01/2002,Geelong,Victoria,Holiday,182.1055367,-38.1493,144.3598
9214,1/04/2002,Geelong,Victoria,Holiday,79.7849106,-38.1493,144.3598
9215,1/07/2002,Geelong,Victoria,Holiday,83.7897645,-38.1493,144.3598
9216,1/10/2002,Geelong,Victoria,Holiday,113.5624408,-38.1493,144.3598
9217,1/01/2003,Geelong,Victoria,Holiday,163.3479988,-38.1493,144.3598
9218,1/04/2003,Geelong,Victoria,Holiday,154.2059514,-38.1493,144.3598
9219,1/07/2003,Geelong,Victoria,Holiday,72.4451372,-38.1493,144.3598
9220,1/10/2003,Geelong,Victoria,Holiday,99.2234984,-38.1493,144.3598
9221,1/01/2004,Geelong,Victoria,Holiday,130.6410488,-38.1493,144.3598
9222,1/04/2004,Geelong,Victoria,Holiday,114.5947376,-38.1493,144.3598
9223,1/07/2004,Geelong,Victoria,Holiday,66.5468779,-38.1493,144.3598
9224,1/10/2004,Geelong,Victoria,Holiday,81.5498205,-38.1493,144.3598
9225,1/01/2005,Geelong,Victoria,Holiday,152.6346302,-38.1493,144.3598
9226,1/04/2005,Geelong,Victoria,Holiday,97.7246274,-38.1493,144.3598
9227,1/07/2005,Geelong,Victoria,Holiday,56.6197575,-38.1493,144.3598
9228,1/10/2005,Geelong,Victoria,Holiday,109.3539639,-38.1493,144.3598
9229,1/01/2006,Geelong,Victoria,Holiday,225.696215,-38.1493,144.3598
9230,1/04/2006,Geelong,Victoria,Holiday,82.942687,-38.1493,144.3598
9231,1/07/2006,Geelong,Victoria,Holiday,68.316158,-38.1493,144.3598
9232,1/10/2006,Geelong,Victoria,Holiday,78.321037,-38.1493,144.3598
9233,1/01/2007,Geelong,Victoria,Holiday,180.8104847,-38.1493,144.3598
9234,1/04/2007,Geelong,Victoria,Holiday,92.9405582,-38.1493,144.3598
9235,1/07/2007,Geelong,Victoria,Holiday,104.602963,-38.1493,144.3598
9236,1/10/2007,Geelong,Victoria,Holiday,68.6518977,-38.1493,144.3598
9237,1/01/2008,Geelong,Victoria,Holiday,169.2436279,-38.1493,144.3598
9238,1/04/2008,Geelong,Victoria,Holiday,87.5512737,-38.1493,144.3598
9239,1/07/2008,Geelong,Victoria,Holiday,60.4819478,-38.1493,144.3598
9240,1/10/2008,Geelong,Victoria,Holiday,104.7624682,-38.1493,144.3598
9241,1/01/2009,Geelong,Victoria,Holiday,125.943715,-38.1493,144.3598
9242,1/04/2009,Geelong,Victoria,Holiday,78.5136557,-38.1493,144.3598
9243,1/07/2009,Geelong,Victoria,Holiday,71.4240263,-38.1493,144.3598
9244,1/10/2009,Geelong,Victoria,Holiday,71.8602297,-38.1493,144.3598
9245,1/01/2010,Geelong,Victoria,Holiday,198.9443181,-38.1493,144.3598
9246,1/04/2010,Geelong,Victoria,Holiday,97.6263273,-38.1493,144.3598
9247,1/07/2010,Geelong,Victoria,Holiday,57.0398001,-38.1493,144.3598
9248,1/10/2010,Geelong,Victoria,Holiday,80.7303063,-38.1493,144.3598
9249,1/01/2011,Geelong,Victoria,Holiday,196.8187513,-38.1493,144.3598
9250,1/04/2011,Geelong,Victoria,Holiday,111.8963186,-38.1493,144.3598
9251,1/07/2011,Geelong,Victoria,Holiday,49.9837726,-38.1493,144.3598
9252,1/10/2011,Geelong,Victoria,Holiday,135.9384859,-38.1493,144.3598
9253,1/01/2012,Geelong,Victoria,Holiday,204.4165632,-38.1493,144.3598
9254,1/04/2012,Geelong,Victoria,Holiday,99.6668106,-38.1493,144.3598
9255,1/07/2012,Geelong,Victoria,Holiday,37.5515357,-38.1493,144.3598
9256,1/10/2012,Geelong,Victoria,Holiday,40.5999007,-38.1493,144.3598
9257,1/01/2013,Geelong,Victoria,Holiday,152.7821675,-38.1493,144.3598
9258,1/04/2013,Geelong,Victoria,Holiday,105.2527045,-38.1493,144.3598
9259,1/07/2013,Geelong,Victoria,Holiday,46.5178926,-38.1493,144.3598
9260,1/10/2013,Geelong,Victoria,Holiday,115.6524675,-38.1493,144.3598
9261,1/01/2014,Geelong,Victoria,Holiday,177.6095913,-38.1493,144.3598
9262,1/04/2014,Geelong,Victoria,Holiday,105.7641817,-38.1493,144.3598
9263,1/07/2014,Geelong,Victoria,Holiday,74.6558014,-38.1493,144.3598
9264,1/10/2014,Geelong,Victoria,Holiday,103.5739368,-38.1493,144.3598
9265,1/01/2015,Geelong,Victoria,Holiday,159.2916086,-38.1493,144.3598
9266,1/04/2015,Geelong,Victoria,Holiday,73.9369843,-38.1493,144.3598
9267,1/07/2015,Geelong,Victoria,Holiday,93.2373868,-38.1493,144.3598
9268,1/10/2015,Geelong,Victoria,Holiday,127.2449172,-38.1493,144.3598
9269,1/01/2016,Geelong,Victoria,Holiday,236.9307329,-38.1493,144.3598
9270,1/04/2016,Geelong,Victoria,Holiday,105.0853578,-38.1493,144.3598
9271,1/07/2016,Geelong,Victoria,Holiday,116.423226,-38.1493,144.3598
9272,1/10/2016,Geelong,Victoria,Holiday,115.4571443,-38.1493,144.3598
9273,1/01/1998,Geelong,Victoria,Other,4.4443414,-38.1493,144.3598
9274,1/04/1998,Geelong,Victoria,Other,0,-38.1493,144.3598
9275,1/07/1998,Geelong,Victoria,Other,0.6069613,-38.1493,144.3598
9276,1/10/1998,Geelong,Victoria,Other,10.1477062,-38.1493,144.3598
9277,1/01/1999,Geelong,Victoria,Other,4.6578252,-38.1493,144.3598
9278,1/04/1999,Geelong,Victoria,Other,30.019967,-38.1493,144.3598
9279,1/07/1999,Geelong,Victoria,Other,4.3577071,-38.1493,144.3598
9280,1/10/1999,Geelong,Victoria,Other,3.4140086,-38.1493,144.3598
9281,1/01/2000,Geelong,Victoria,Other,4.0772302,-38.1493,144.3598
9282,1/04/2000,Geelong,Victoria,Other,2.4117618,-38.1493,144.3598
9283,1/07/2000,Geelong,Victoria,Other,0.3126046,-38.1493,144.3598
9284,1/10/2000,Geelong,Victoria,Other,6.3583675,-38.1493,144.3598
9285,1/01/2001,Geelong,Victoria,Other,10.1606293,-38.1493,144.3598
9286,1/04/2001,Geelong,Victoria,Other,2.9223696,-38.1493,144.3598
9287,1/07/2001,Geelong,Victoria,Other,26.9148589,-38.1493,144.3598
9288,1/10/2001,Geelong,Victoria,Other,0,-38.1493,144.3598
9289,1/01/2002,Geelong,Victoria,Other,2.1253438,-38.1493,144.3598
9290,1/04/2002,Geelong,Victoria,Other,2.5106156,-38.1493,144.3598
9291,1/07/2002,Geelong,Victoria,Other,7.11032,-38.1493,144.3598
9292,1/10/2002,Geelong,Victoria,Other,73.2779447,-38.1493,144.3598
9293,1/01/2003,Geelong,Victoria,Other,3.7177581,-38.1493,144.3598
9294,1/04/2003,Geelong,Victoria,Other,5.20421,-38.1493,144.3598
9295,1/07/2003,Geelong,Victoria,Other,6.1552295,-38.1493,144.3598
9296,1/10/2003,Geelong,Victoria,Other,1.1854271,-38.1493,144.3598
9297,1/01/2004,Geelong,Victoria,Other,22.5570427,-38.1493,144.3598
9298,1/04/2004,Geelong,Victoria,Other,6.2275808,-38.1493,144.3598
9299,1/07/2004,Geelong,Victoria,Other,1.8854661,-38.1493,144.3598
9300,1/10/2004,Geelong,Victoria,Other,1.109318,-38.1493,144.3598
9301,1/01/2005,Geelong,Victoria,Other,9.9982462,-38.1493,144.3598
9302,1/04/2005,Geelong,Victoria,Other,7.9318997,-38.1493,144.3598
9303,1/07/2005,Geelong,Victoria,Other,0.8350055,-38.1493,144.3598
9304,1/10/2005,Geelong,Victoria,Other,0.5636401,-38.1493,144.3598
9305,1/01/2006,Geelong,Victoria,Other,5.372317,-38.1493,144.3598
9306,1/04/2006,Geelong,Victoria,Other,6.733198,-38.1493,144.3598
9307,1/07/2006,Geelong,Victoria,Other,0,-38.1493,144.3598
9308,1/10/2006,Geelong,Victoria,Other,3.513562,-38.1493,144.3598
9309,1/01/2007,Geelong,Victoria,Other,0,-38.1493,144.3598
9310,1/04/2007,Geelong,Victoria,Other,6.104192,-38.1493,144.3598
9311,1/07/2007,Geelong,Victoria,Other,8.1076751,-38.1493,144.3598
9312,1/10/2007,Geelong,Victoria,Other,15.2896382,-38.1493,144.3598
9313,1/01/2008,Geelong,Victoria,Other,5.4996857,-38.1493,144.3598
9314,1/04/2008,Geelong,Victoria,Other,13.1089,-38.1493,144.3598
9315,1/07/2008,Geelong,Victoria,Other,12.6043229,-38.1493,144.3598
9316,1/10/2008,Geelong,Victoria,Other,4.047666,-38.1493,144.3598
9317,1/01/2009,Geelong,Victoria,Other,10.0241647,-38.1493,144.3598
9318,1/04/2009,Geelong,Victoria,Other,10.5650802,-38.1493,144.3598
9319,1/07/2009,Geelong,Victoria,Other,20.346069,-38.1493,144.3598
9320,1/10/2009,Geelong,Victoria,Other,5.8248945,-38.1493,144.3598
9321,1/01/2010,Geelong,Victoria,Other,0,-38.1493,144.3598
9322,1/04/2010,Geelong,Victoria,Other,4.8664076,-38.1493,144.3598
9323,1/07/2010,Geelong,Victoria,Other,1.7903734,-38.1493,144.3598
9324,1/10/2010,Geelong,Victoria,Other,1.3300798,-38.1493,144.3598
9325,1/01/2011,Geelong,Victoria,Other,30.1052648,-38.1493,144.3598
9326,1/04/2011,Geelong,Victoria,Other,10.1932232,-38.1493,144.3598
9327,1/07/2011,Geelong,Victoria,Other,6.3782753,-38.1493,144.3598
9328,1/10/2011,Geelong,Victoria,Other,8.6779703,-38.1493,144.3598
9329,1/01/2012,Geelong,Victoria,Other,1.5607284,-38.1493,144.3598
9330,1/04/2012,Geelong,Victoria,Other,3.6840563,-38.1493,144.3598
9331,1/07/2012,Geelong,Victoria,Other,10.0628926,-38.1493,144.3598
9332,1/10/2012,Geelong,Victoria,Other,6.102002,-38.1493,144.3598
9333,1/01/2013,Geelong,Victoria,Other,2.0801357,-38.1493,144.3598
9334,1/04/2013,Geelong,Victoria,Other,5.056014,-38.1493,144.3598
9335,1/07/2013,Geelong,Victoria,Other,2.7541536,-38.1493,144.3598
9336,1/10/2013,Geelong,Victoria,Other,7.2742179,-38.1493,144.3598
9337,1/01/2014,Geelong,Victoria,Other,8.8913288,-38.1493,144.3598
9338,1/04/2014,Geelong,Victoria,Other,1.4654068,-38.1493,144.3598
9339,1/07/2014,Geelong,Victoria,Other,14.6602817,-38.1493,144.3598
9340,1/10/2014,Geelong,Victoria,Other,7.3688975,-38.1493,144.3598
9341,1/01/2015,Geelong,Victoria,Other,16.8425352,-38.1493,144.3598
9342,1/04/2015,Geelong,Victoria,Other,17.0924225,-38.1493,144.3598
9343,1/07/2015,Geelong,Victoria,Other,18.3840329,-38.1493,144.3598
9344,1/10/2015,Geelong,Victoria,Other,30.1389976,-38.1493,144.3598
9345,1/01/2016,Geelong,Victoria,Other,10.2113257,-38.1493,144.3598
9346,1/04/2016,Geelong,Victoria,Other,5.0012116,-38.1493,144.3598
9347,1/07/2016,Geelong,Victoria,Other,4.0187701,-38.1493,144.3598
9348,1/10/2016,Geelong,Victoria,Other,55.986122,-38.1493,144.3598
9349,1/01/1998,Geelong,Victoria,Visiting,111.7286673,-38.1493,144.3598
9350,1/04/1998,Geelong,Victoria,Visiting,94.07552,-38.1493,144.3598
9351,1/07/1998,Geelong,Victoria,Visiting,98.8762642,-38.1493,144.3598
9352,1/10/1998,Geelong,Victoria,Visiting,89.5110523,-38.1493,144.3598
